seq,mean,cvar05,cvar25,distorted_ordered,prob_catastrophic,prob_degraded,feasible,losses_json,probs_json
listen|wait|open_left|open_right,1040.0,1040.0,1040.0,1040.0,1.0,0.0,False,"[1040.0, 1040.0]","[0.5, 0.5]"
listen|wait|open_left|wait,580.0,1140.0,1140.0,375.01745621753855,0.5,1.0,False,"[1140.0, 20.0]","[0.5, 0.5]"
listen|wait|open_right|listen,580.0,1140.0,1140.0,375.01745621753855,0.5,1.0,False,"[20.0, 1140.0]","[0.5, 0.5]"
listen|wait|open_right|open_left,1040.0,1040.0,1040.0,1040.0,1.0,0.0,False,"[1040.0, 1040.0]","[0.5, 0.5]"
listen|wait|open_right|open_right,560.0,1120.0,1120.0,355.01745621753855,0.5,0.5,True,"[0.0, 1120.0]","[0.5, 0.5]"
listen|wait|open_right|wait,580.0,1140.0,1140.0,375.01745621753855,0.5,1.0,False,"[20.0, 1140.0]","[0.5, 0.5]"
listen|wait|wait|listen,160.0,160.0,160.0,160.0,0.0,1.0,False,"[160.0, 160.0]","[0.5, 0.5]"
listen|wait|wait|open_left,580.0,1140.0,1140.0,375.01745621753855,0.5,1.0,False,"[1140.0, 20.0]","[0.5, 0.5]"
listen|wait|wait|open_right,580.0,1140.0,1140.0,375.01745621753855,0.5,1.0,False,"[20.0, 1140.0]","[0.5, 0.5]"
listen|wait|wait|wait,160.0,160.0,160.0,160.0,0.0,1.0,False,"[160.0, 160.0]","[0.5, 0.5]"
open_left|listen|listen|listen,580.0,1140.0,1140.0,375.01745621753855,0.5,1.0,False,"[1140.0, 20.0]","[0.5, 0.5]"
open_left|listen|listen|open_left,560.0,1120.0,1120.0,355.01745621753855,0.5,0.5,True,"[1120.0, 0.0]","[0.5, 0.5]"
open_left|listen|listen|open_right,1040.0,1040.0,1040.0,1040.0,1.0,0.0,False,"[1040.0, 1040.0]","[0.5, 0.5]"
open_left|listen|listen|wait,580.0,1140.0,1140.0,375.01745621753855,0.5,1.0,False,"[1140.0, 20.0]","[0.5, 0.5]"
open_left|listen|open_left|listen,560.0,1120.0,1120.0,355.01745621753855,0.5,0.5,True,"[1120.0, 0.0]","[0.5, 0.5]"
open_left|listen|open_left|open_left,550.0,1100.0,1100.0,348.6778587850825,0.5,0.5,True,"[1100.0, 0.0]","[0.5, 0.5]"
open_left|listen|open_left|open_right,1020.0,1020.0,1020.0,1020.0,1.0,0.0,False,"[1020.0, 1020.0]","[0.5, 0.5]"
open_left|listen|open_left|wait,560.0,1120.0,1120.0,355.01745621753855,0.5,0.5,True,"[1120.0, 0.0]","[0.5, 0.5]"
open_left|listen|open_right|listen,1040.0,1040.0,1040.0,1040.0,1.0,0.0,False,"[1040.0, 1040.0]","[0.5, 0.5]"
open_left|listen|open_right|open_left,1020.0,1020.0,1020.0,1020.0,1.0,0.0,False,"[1020.0, 1020.0]","[0.5, 0.5]"
open_left|listen|open_right|open_right,1020.0,1020.0,1020.0,1020.0,1.0,0.0,False,"[1020.0, 1020.0]","[0.5, 0.5]"
open_left|listen|open_right|wait,1040.0,1040.0,1040.0,1040.0,1.0,0.0,False,"[1040.0, 1040.0]","[0.5, 0.5]"
open_left|listen|wait|listen,580.0,1140.0,1140.0,375.01745621753855,0.5,1.0,False,"[1140.0, 20.0]","[0.5, 0.5]"
open_left|listen|wait|open_left,560.0,1120.0,1120.0,355.01745621753855,0.5,0.5,True,"[1120.0, 0.0]","[0.5, 0.5]"
open_left|listen|wait|open_right,1040.0,1040.0,1040.0,1040.0,1.0,0.0,False,"[1040.0, 1040.0]","[0.5, 0.5]"
open_left|listen|wait|wait,580.0,1140.0,1140.0,375.01745621753855,0.5,1.0,False,"[1140.0, 20.0]","[0.5, 0.5]"
open_left|open_left|listen|listen,560.0,1120.0,1120.0,355.01745621753855,0.5,0.5,True,"[1120.0, 0.0]","[0.5, 0.5]"
open_left|open_left|listen|open_left,550.0,1100.0,1100.0,348.6778587850825,0.5,0.5,True,"[1100.0, 0.0]","[0.5, 0.5]"
open_left|open_left|listen|open_right,1020.0,1020.0,1020.0,1020.0,1.0,0.0,False,"[1020.0, 1020.0]","[0.5, 0.5]"
open_left|open_left|listen|wait,560.0,1120.0,1120.0,355.01745621753855,0.5,0.5,True,"[1120.0, 0.0]","[0.5, 0.5]"
open_left|open_left|open_left|listen,550.0,1100.0,1100.0,348.6778587850825,0.5,0.5,True,"[1100.0, 0.0]","[0.5, 0.5]"
open_left|open_left|open_left|open_left,540.0,1080.0,1080.0,342.33826135262643,0.5,0.5,True,"[1080.0, 0.0]","[0.5, 0.5]"
open_left|open_left|open_left|open_right,1000.0,1000.0,1000.0,1000.0,1.0,0.0,False,"[1000.0, 1000.0]","[0.5, 0.5]"
open_left|open_left|open_left|wait,550.0,1100.0,1100.0,348.6778587850825,0.5,0.5,True,"[1100.0, 0.0]","[0.5, 0.5]"
open_left|open_left|open_right|listen,1020.0,1020.0,1020.0,1020.0,1.0,0.0,False,"[1020.0, 1020.0]","[0.5, 0.5]"
open_left|open_left|open_right|open_left,1000.0,1000.0,1000.0,1000.0,1.0,0.0,False,"[1000.0, 1000.0]","[0.5, 0.5]"
open_left|open_left|open_right|open_right,1000.0,1000.0,1000.0,1000.0,1.0,0.0,False,"[1000.0, 1000.0]","[0.5, 0.5]"
open_left|open_left|open_right|wait,1020.0,1020.0,1020.0,1020.0,1.0,0.0,False,"[1020.0, 1020.0]","[0.5, 0.5]"
open_left|open_left|wait|listen,560.0,1120.0,1120.0,355.01745621753855,0.5,0.5,True,"[1120.0, 0.0]","[0.5, 0.5]"
open_left|open_left|wait|open_left,550.0,1100.0,1100.0,348.6778587850825,0.5,0.5,True,"[1100.0, 0.0]","[0.5, 0.5]"
open_left|open_left|wait|open_right,1020.0,1020.0,1020.0,1020.0,1.0,0.0,False,"[1020.0, 1020.0]","[0.5, 0.5]"
open_left|open_left|wait|wait,560.0,1120.0,1120.0,355.01745621753855,0.5,0.5,True,"[1120.0, 0.0]","[0.5, 0.5]"
open_left|open_right|listen|listen,1040.0,1040.0,1040.0,1040.0,1.0,0.0,False,"[1040.0, 1040.0]","[0.5, 0.5]"
open_left|open_right|listen|open_left,1020.0,1020.0,1020.0,1020.0,1.0,0.0,False,"[1020.0, 1020.0]","[0.5, 0.5]"
open_left|open_right|listen|open_right,1020.0,1020.0,1020.0,1020.0,1.0,0.0,False,"[1020.0, 1020.0]","[0.5, 0.5]"
open_left|open_right|listen|wait,1040.0,1040.0,1040.0,1040.0,1.0,0.0,False,"[1040.0, 1040.0]","[0.5, 0.5]"
open_left|open_right|open_left|listen,1020.0,1020.0,1020.0,1020.0,1.0,0.0,False,"[1020.0, 1020.0]","[0.5, 0.5]"
open_left|open_right|open_left|open_left,1000.0,1000.0,1000.0,1000.0,1.0,0.0,False,"[1000.0, 1000.0]","[0.5, 0.5]"
open_left|open_right|open_left|open_right,1000.0,1000.0,1000.0,1000.0,1.0,0.0,False,"[1000.0, 1000.0]","[0.5, 0.5]"
open_left|open_right|open_left|wait,1020.0,1020.0,1020.0,1020.0,1.0,0.0,False,"[1020.0, 1020.0]","[0.5, 0.5]"
open_left|open_right|open_right|listen,1020.0,1020.0,1020.0,1020.0,1.0,0.0,False,"[1020.0, 1020.0]","[0.5, 0.5]"
open_left|open_right|open_right|open_left,1000.0,1000.0,1000.0,1000.0,1.0,0.0,False,"[1000.0, 1000.0]","[0.5, 0.5]"
open_left|open_right|open_right|open_right,1000.0,1000.0,1000.0,1000.0,1.0,0.0,False,"[1000.0, 1000.0]","[0.5, 0.5]"
open_left|open_right|open_right|wait,1020.0,1020.0,1020.0,1020.0,1.0,0.0,False,"[1020.0, 1020.0]","[0.5, 0.5]"
open_left|open_right|wait|listen,1040.0,1040.0,1040.0,1040.0,1.0,0.0,False,"[1040.0, 1040.0]","[0.5, 0.5]"
open_left|open_right|wait|open_left,1020.0,1020.0,1020.0,1020.0,1.0,0.0,False,"[1020.0, 1020.0]","[0.5, 0.5]"
open_left|open_right|wait|open_right,1020.0,1020.0,1020.0,1020.0,1.0,0.0,False,"[1020.0, 1020.0]","[0.5, 0.5]"
open_left|open_right|wait|wait,1040.0,1040.0,1040.0,1040.0,1.0,0.0,False,"[1040.0, 1040.0]","[0.5, 0.5]"
open_left|wait|listen|listen,580.0,1140.0,1140.0,375.01745621753855,0.5,1.0,False,"[1140.0, 20.0]","[0.5, 0.5]"
open_left|wait|listen|open_left,560.0,1120.0,1120.0,355.01745621753855,0.5,0.5,True,"[1120.0, 0.0]","[0.5, 0.5]"
open_left|wait|listen|open_right,1040.0,1040.0,1040.0,1040.0,1.0,0.0,False,"[1040.0, 1040.0]","[0.5, 0.5]"
open_left|wait|listen|wait,580.0,1140.0,1140.0,375.01745621753855,0.5,1.0,False,"[1140.0, 20.0]","[0.5, 0.5]"
open_left|wait|open_left|listen,560.0,1120.0,1120.0,355.01745621753855,0.5,0.5,True,"[1120.0, 0.0]","[0.5, 0.5]"
open_left|wait|open_left|open_left,550.0,1100.0,1100.0,348.6778587850825,0.5,0.5,True,"[1100.0, 0.0]","[0.5, 0.5]"
open_left|wait|open_left|open_right,1020.0,1020.0,1020.0,1020.0,1.0,0.0,False,"[1020.0, 1020.0]","[0.5, 0.5]"
open_left|wait|open_left|wait,560.0,1120.0,1120.0,355.01745621753855,0.5,0.5,True,"[1120.0, 0.0]","[0.5, 0.5]"
open_left|wait|open_right|listen,1040.0,1040.0,1040.0,1040.0,1.0,0.0,False,"[1040.0, 1040.0]","[0.5, 0.5]"
open_left|wait|open_right|open_left,1020.0,1020.0,1020.0,1020.0,1.0,0.0,False,"[1020.0, 1020.0]","[0.5, 0.5]"
open_left|wait|open_right|open_right,1020.0,1020.0,1020.0,1020.0,1.0,0.0,False,"[1020.0, 1020.0]","[0.5, 0.5]"
open_left|wait|open_right|wait,1040.0,1040.0,1040.0,1040.0,1.0,0.0,False,"[1040.0, 1040.0]","[0.5, 0.5]"
open_left|wait|wait|listen,580.0,1140.0,1140.0,375.01745621753855,0.5,1.0,False,"[1140.0, 20.0]","[0.5, 0.5]"
open_left|wait|wait|open_left,560.0,1120.0,1120.0,355.01745621753855,0.5,0.5,True,"[1120.0, 0.0]","[0.5, 0.5]"
open_left|wait|wait|open_right,1040.0,1040.0,1040.0,1040.0,1.0,0.0,False,"[1040.0, 1040.0]","[0.5, 0.5]"
open_left|wait|wait|wait,580.0,1140.0,1140.0,375.01745621753855,0.5,1.0,False,"[1140.0, 20.0]","[0.5, 0.5]"
open_right|listen|listen|listen,580.0,1140.0,1140.0,375.01745621753855,0.5,1.0,False,"[20.0, 1140.0]","[0.5, 0.5]"
open_right|listen|listen|open_left,1040.0,1040.0,1040.0,1040.0,1.0,0.0,False,"[1040.0, 1040.0]","[0.5, 0.5]"
open_right|listen|listen|open_right,560.0,1120.0,1120.0,355.01745621753855,0.5,0.5,True,"[0.0, 1120.0]","[0.5, 0.5]"
open_right|listen|listen|wait,580.0,1140.0,1140.0,375.01745621753855,0.5,1.0,False,"[20.0, 1140.0]","[0.5, 0.5]"
open_right|listen|open_left|listen,1040.0,1040.0,1040.0,1040.0,1.0,0.0,False,"[1040.0, 1040.0]","[0.5, 0.5]"
open_right|listen|open_left|open_left,1020.0,1020.0,1020.0,1020.0,1.0,0.0,False,"[1020.0, 1020.0]","[0.5, 0.5]"
open_right|listen|open_left|open_right,1020.0,1020.0,1020.0,1020.0,1.0,0.0,False,"[1020.0, 1020.0]","[0.5, 0.5]"
open_right|listen|open_left|wait,1040.0,1040.0,1040.0,1040.0,1.0,0.0,False,"[1040.0, 1040.0]","[0.5, 0.5]"
open_right|listen|open_right|listen,560.0,1120.0,1120.0,355.01745621753855,0.5,0.5,True,"[0.0, 1120.0]","[0.5, 0.5]"
open_right|listen|open_right|open_left,1020.0,1020.0,1020.0,1020.0,1.0,0.0,False,"[1020.0, 1020.0]","[0.5, 0.5]"
open_right|listen|open_right|open_right,550.0,1100.0,1100.0,348.6778587850825,0.5,0.5,True,"[0.0, 1100.0]","[0.5, 0.5]"
open_right|listen|open_right|wait,560.0,1120.0,1120.0,355.01745621753855,0.5,0.5,True,"[0.0, 1120.0]","[0.5, 0.5]"
open_right|listen|wait|listen,580.0,1140.0,1140.0,375.01745621753855,0.5,1.0,False,"[20.0, 1140.0]","[0.5, 0.5]"
open_right|listen|wait|open_left,1040.0,1040.0,1040.0,1040.0,1.0,0.0,False,"[1040.0, 1040.0]","[0.5, 0.5]"
open_right|listen|wait|open_right,560.0,1120.0,1120.0,355.01745621753855,0.5,0.5,True,"[0.0, 1120.0]","[0.5, 0.5]"
open_right|listen|wait|wait,580.0,1140.0,1140.0,375.01745621753855,0.5,1.0,False,"[20.0, 1140.0]","[0.5, 0.5]"
open_right|open_left|listen|listen,1040.0,1040.0,1040.0,1040.0,1.0,0.0,False,"[1040.0, 1040.0]","[0.5, 0.5]"
open_right|open_left|listen|open_left,1020.0,1020.0,1020.0,1020.0,1.0,0.0,False,"[1020.0, 1020.0]","[0.5, 0.5]"
open_right|open_left|listen|open_right,1020.0,1020.0,1020.0,1020.0,1.0,0.0,False,"[1020.0, 1020.0]","[0.5, 0.5]"
open_right|open_left|listen|wait,1040.0,1040.0,1040.0,1040.0,1.0,0.0,False,"[1040.0, 1040.0]","[0.5, 0.5]"
open_right|open_left|open_left|listen,1020.0,1020.0,1020.0,1020.0,1.0,0.0,False,"[1020.0, 1020.0]","[0.5, 0.5]"
open_right|open_left|open_left|open_left,1000.0,1000.0,1000.0,1000.0,1.0,0.0,False,"[1000.0, 1000.0]","[0.5, 0.5]"
open_right|open_left|open_left|open_right,1000.0,1000.0,1000.0,1000.0,1.0,0.0,False,"[1000.0, 1000.0]","[0.5, 0.5]"
open_right|open_left|open_left|wait,1020.0,1020.0,1020.0,1020.0,1.0,0.0,False,"[1020.0, 1020.0]","[0.5, 0.5]"
open_right|open_left|open_right|listen,1020.0,1020.0,1020.0,1020.0,1.0,0.0,False,"[1020.0, 1020.0]","[0.5, 0.5]"
open_right|open_left|open_right|open_left,1000.0,1000.0,1000.0,1000.0,1.0,0.0,False,"[1000.0, 1000.0]","[0.5, 0.5]"
open_right|open_left|open_right|open_right,1000.0,1000.0,1000.0,1000.0,1.0,0.0,False,"[1000.0, 1000.0]","[0.5, 0.5]"
open_right|open_left|open_right|wait,1020.0,1020.0,1020.0,1020.0,1.0,0.0,False,"[1020.0, 1020.0]","[0.5, 0.5]"
open_right|open_left|wait|listen,1040.0,1040.0,1040.0,1040.0,1.0,0.0,False,"[1040.0, 1040.0]","[0.5, 0.5]"
open_right|open_left|wait|open_left,1020.0,1020.0,1020.0,1020.0,1.0,0.0,False,"[1020.0, 1020.0]","[0.5, 0.5]"
open_right|open_left|wait|open_right,1020.0,1020.0,1020.0,1020.0,1.0,0.0,False,"[1020.0, 1020.0]","[0.5, 0.5]"
open_right|open_left|wait|wait,1040.0,1040.0,1040.0,1040.0,1.0,0.0,False,"[1040.0, 1040.0]","[0.5, 0.5]"
open_right|open_right|listen|listen,560.0,1120.0,1120.0,355.01745621753855,0.5,0.5,True,"[0.0, 1120.0]","[0.5, 0.5]"
open_right|open_right|listen|open_left,1020.0,1020.0,1020.0,1020.0,1.0,0.0,False,"[1020.0, 1020.0]","[0.5, 0.5]"
open_right|open_right|listen|open_right,550.0,1100.0,1100.0,348.6778587850825,0.5,0.5,True,"[0.0, 1100.0]","[0.5, 0.5]"
open_right|open_right|listen|wait,560.0,1120.0,1120.0,355.01745621753855,0.5,0.5,True,"[0.0, 1120.0]","[0.5, 0.5]"
open_right|open_right|open_left|listen,1020.0,1020.0,1020.0,1020.0,1.0,0.0,False,"[1020.0, 1020.0]","[0.5, 0.5]"
open_right|open_right|open_left|open_left,1000.0,1000.0,1000.0,1000.0,1.0,0.0,False,"[1000.0, 1000.0]","[0.5, 0.5]"
open_right|open_right|open_left|open_right,1000.0,1000.0,1000.0,1000.0,1.0,0.0,False,"[1000.0, 1000.0]","[0.5, 0.5]"
open_right|open_right|open_left|wait,1020.0,1020.0,1020.0,1020.0,1.0,0.0,False,"[1020.0, 1020.0]","[0.5, 0.5]"
open_right|open_right|open_right|listen,550.0,1100.0,1100.0,348.6778587850825,0.5,0.5,True,"[0.0, 1100.0]","[0.5, 0.5]"
open_right|open_right|open_right|open_left,1000.0,1000.0,1000.0,1000.0,1.0,0.0,False,"[1000.0, 1000.0]","[0.5, 0.5]"
open_right|open_right|open_right|open_right,540.0,1080.0,1080.0,342.33826135262643,0.5,0.5,True,"[0.0, 1080.0]","[0.5, 0.5]"
open_right|open_right|open_right|wait,550.0,1100.0,1100.0,348.6778587850825,0.5,0.5,True,"[0.0, 1100.0]","[0.5, 0.5]"
open_right|open_right|wait|listen,560.0,1120.0,1120.0,355.01745621753855,0.5,0.5,True,"[0.0, 1120.0]","[0.5, 0.5]"
open_right|open_right|wait|open_left,1020.0,1020.0,1020.0,1020.0,1.0,0.0,False,"[1020.0, 1020.0]","[0.5, 0.5]"
open_right|open_right|wait|open_right,550.0,1100.0,1100.0,348.6778587850825,0.5,0.5,True,"[0.0, 1100.0]","[0.5, 0.5]"
open_right|open_right|wait|wait,560.0,1120.0,1120.0,355.01745621753855,0.5,0.5,True,"[0.0, 1120.0]","[0.5, 0.5]"
open_right|wait|listen|listen,580.0,1140.0,1140.0,375.01745621753855,0.5,1.0,False,"[20.0, 1140.0]","[0.5, 0.5]"
open_right|wait|listen|open_left,1040.0,1040.0,1040.0,1040.0,1.0,0.0,False,"[1040.0, 1040.0]","[0.5, 0.5]"
open_right|wait|listen|open_right,560.0,1120.0,1120.0,355.01745621753855,0.5,0.5,True,"[0.0, 1120.0]","[0.5, 0.5]"
open_right|wait|listen|wait,580.0,1140.0,1140.0,375.01745621753855,0.5,1.0,False,"[20.0, 1140.0]","[0.5, 0.5]"
open_right|wait|open_left|listen,1040.0,1040.0,1040.0,1040.0,1.0,0.0,False,"[1040.0, 1040.0]","[0.5, 0.5]"
open_right|wait|open_left|open_left,1020.0,1020.0,1020.0,1020.0,1.0,0.0,False,"[1020.0, 1020.0]","[0.5, 0.5]"
open_right|wait|open_left|open_right,1020.0,1020.0,1020.0,1020.0,1.0,0.0,False,"[1020.0, 1020.0]","[0.5, 0.5]"
open_right|wait|open_left|wait,1040.0,1040.0,1040.0,1040.0,1.0,0.0,False,"[1040.0, 1040.0]","[0.5, 0.5]"
open_right|wait|open_right|listen,560.0,1120.0,1120.0,355.01745621753855,0.5,0.5,True,"[0.0, 1120.0]","[0.5, 0.5]"
open_right|wait|open_right|open_left,1020.0,1020.0,1020.0,1020.0,1.0,0.0,False,"[1020.0, 1020.0]","[0.5, 0.5]"
open_right|wait|open_right|open_right,550.0,1100.0,1100.0,348.6778587850825,0.5,0.5,True,"[0.0, 1100.0]","[0.5, 0.5]"
open_right|wait|open_right|wait,560.0,1120.0,1120.0,355.01745621753855,0.5,0.5,True,"[0.0, 1120.0]","[0.5, 0.5]"
open_right|wait|wait|listen,580.0,1140.0,1140.0,375.01745621753855,0.5,1.0,False,"[20.0, 1140.0]","[0.5, 0.5]"
open_right|wait|wait|open_left,1040.0,1040.0,1040.0,1040.0,1.0,0.0,False,"[1040.0, 1040.0]","[0.5, 0.5]"
open_right|wait|wait|open_right,560.0,1120.0,1120.0,355.01745621753855,0.5,0.5,True,"[0.0, 1120.0]","[0.5, 0.5]"
open_right|wait|wait|wait,580.0,1140.0,1140.0,375.01745621753855,0.5,1.0,False,"[20.0, 1140.0]","[0.5, 0.5]"
wait|listen|listen|listen,160.0,160.0,160.0,160.0,0.0,1.0,False,"[160.0, 160.0]","[0.5, 0.5]"
wait|listen|listen|open_left,580.0,1140.0,1140.0,375.01745621753855,0.5,1.0,False,"[1140.0, 20.0]","[0.5, 0.5]"
wait|listen|listen|open_right,580.0,1140.0,1140.0,375.01745621753855,0.5,1.0,False,"[20.0, 1140.0]","[0.5, 0.5]"
wait|listen|listen|wait,160.0,160.0,160.0,160.0,0.0,1.0,False,"[160.0, 160.0]","[0.5, 0.5]"
wait|listen|open_left|listen,580.0,1140.0,1140.0,375.01745621753855,0.5,1.0,False,"[1140.0, 20.0]","[0.5, 0.5]"
